task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
17876,Operate automated refuse or manual recycling collection vehicles....,Recycling and Reclamation Workers,53-7062,Tier2_Good,Python automation,54%,2982530,18.72,0.0714,4479398748
833,"Open, sort, and route incoming mail, answer correspondence, and prepare outgoing mail....","Office Clerks, General",43-9061,Tier2_Excellent,Email,80%,2510550,20.97,0.05,4380166627
831,"Compute, record, and proofread data and other information, such as records or reports....","Office Clerks, General",43-9061,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,2510550,20.97,0.05,4380166627
840,"Type, format, proofread, and edit correspondence and other documents, from notes or dictating machin...","Office Clerks, General",43-9061,Tier2_Excellent,"Word/Docs, Email",80%,2510550,20.97,0.05,4380166627
830,"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, ...","Office Clerks, General",43-9061,Tier2_Excellent,Python automation,80%,2510550,20.97,0.05,4380166627
15813,"Maintain operations records, such as work orders, site inspection forms, or other documentation....",Wind Energy Operations Managers,11-9199,Tier2_Excellent,Word/Docs,80%,630980,65.65,0.0625,4308079048
15819,"Develop relationships and communicate with customers, site managers, developers, land owners, author...",Wind Energy Operations Managers,11-9199,Tier2_Writing,Python automation,80%,630980,65.65,0.0625,4308079048
15821,Prepare wind field operational budgets....,Wind Energy Operations Managers,11-9199,Tier2_Excellent,Python automation,80%,630980,65.65,0.0625,4308079048
23228,Develop sales presentations or proposals to explain service specifications....,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,Tier2_Excellent,PowerPoint,80%,1189330,31.86,0.0667,4203491835
23223,Attend sales or trade meetings or read related publications to obtain information about market condi...,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,Tier2_Excellent,Python automation,80%,1189330,31.86,0.0667,4203491835
3788,Search for and examine public and other legal records to write opinions or establish ownership....,Lawyers,23-1011,Tier2_Writing,Word/Docs,80%,747750,72.67,0.0455,4110003796
3777,Evaluate findings and develop strategies and arguments in preparation for presentation of cases....,Lawyers,23-1011,Tier2_Excellent,PowerPoint,80%,747750,72.67,0.0455,4110003796
5434,"Prepare reports of findings, illustrating data graphically and translating complex findings into wri...",Market Research Analysts and Marketing Specialists,13-1161,Tier2_Excellent,"Excel/Sheets, Word/Docs, Visualization",80%,861140,37.0,0.0769,4078359040
5433,"Collect and analyze data on customer demographics, preferences, needs, and buying habits to identify...",Market Research Analysts and Marketing Specialists,13-1161,Tier2_Excellent,"Excel/Sheets, Visualization, Design",80%,861140,37.0,0.0769,4078359040
5436,"Forecast and track marketing and sales trends, analyzing collected data....",Market Research Analysts and Marketing Specialists,13-1161,Tier2_Excellent,Excel/Sheets,80%,861140,37.0,0.0769,4078359040
5440,Attend staff conferences to provide management with information and proposals concerning the promoti...,Market Research Analysts and Marketing Specialists,13-1161,Tier2_Excellent,Design,80%,861140,37.0,0.0769,4078359040
21467,"Identify project needs such as resources, staff, or finances by reviewing project objectives and sch...",Project Management Specialists,13-1082,Tier2_Excellent,Calendar,80%,1006160,48.44,0.05,4055034081
21473,"Plan, schedule, or coordinate project activities to meet deadlines....",Project Management Specialists,13-1082,Tier2_Excellent,Calendar,80%,1006160,48.44,0.05,4055034081
21474,"Prepare and submit budget estimates, progress reports, or cost tracking reports....",Project Management Specialists,13-1082,Tier2_Excellent,Word/Docs,80%,1006160,48.44,0.05,4055034081
21466,"Develop or update project plans including information such as objectives, technologies, schedules, f...",Project Management Specialists,13-1082,Tier2_Excellent,Calendar,80%,1006160,48.44,0.05,4055034081
21475,Produce and distribute project documents....,Project Management Specialists,13-1082,Tier2_Excellent,Word/Docs,80%,1006160,48.44,0.05,4055034081
21465,Create project status presentations for delivery to customers or project personnel....,Project Management Specialists,13-1082,Tier2_Excellent,PowerPoint,80%,1006160,48.44,0.05,4055034081
21480,Schedule or facilitate project meetings....,Project Management Specialists,13-1082,Tier2_Excellent,Calendar,80%,1006160,48.44,0.05,4055034081
21478,"Report project status, such as budget, resources, technical issues, or customer satisfaction, to man...",Project Management Specialists,13-1082,Tier2_Excellent,Word/Docs,80%,1006160,48.44,0.05,4055034081
15667,"Perform or evaluate research, such as detailed company or industry analyses, to inform financial for...",Investment Fund Managers,11-3031,Tier2_Good,Python automation,60%,818620,77.74,0.05,3971105973
15673,Develop or direct development of offering documents or marketing materials....,Investment Fund Managers,11-3031,Tier2_Good,Word/Docs,60%,818620,77.74,0.05,3971105973
15664,"Develop, implement, or monitor security valuation policies....",Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15674,"Evaluate the potential of new product developments or market opportunities, according to factors suc...",Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15670,Monitor regulatory or tax law changes to ensure fund compliance or to capitalize on development oppo...,Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15663,Direct activities of accounting or operations departments....,Investment Fund Managers,11-3031,Tier2_Good,Python automation,60%,818620,77.74,0.05,3971105973
15677,Analyze acquisitions to ensure conformance with strategic goals or regulatory requirements....,Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15661,Verify regulatory compliance of transaction reporting....,Investment Fund Managers,11-3031,Tier2_Good,Word/Docs,60%,818620,77.74,0.05,3971105973
15666,Review offering documents or marketing materials to ensure regulatory compliance....,Investment Fund Managers,11-3031,Tier2_Good,Word/Docs,60%,818620,77.74,0.05,3971105973
15678,Manage investment funds to maximize return on client investments....,Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15669,Monitor financial or operational performance of individual investments to ensure portfolios meet ris...,Investment Fund Managers,11-3031,Tier2_Good,Python automation,60%,818620,77.74,0.05,3971105973
15671,Meet with investors to determine investment goals or to discuss investment strategies....,Investment Fund Managers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.05,3971105973
15980,"Monitor or track sustainability indicators, such as energy usage, natural resource usage, waste gene...",Sustainability Specialists,13-1199,Tier2_Good,Python automation,60%,1128200,39.07,0.0714,3929307854
15968,Review and revise sustainability proposals or policies....,Sustainability Specialists,13-1199,Tier2_Good,Python automation,60%,1128200,39.07,0.0714,3929307854
15973,Provide technical or administrative support for sustainability programs or issues....,Sustainability Specialists,13-1199,Tier2_Good,Python automation,60%,1128200,39.07,0.0714,3929307854
15970,"Identify or investigate violations of natural resources, waste management, recycling, or other envir...",Sustainability Specialists,13-1199,Tier2_Knowledge,Python automation,60%,1128200,39.07,0.0714,3929307854
15971,Identify or create new sustainability indicators....,Sustainability Specialists,13-1199,Tier2_Knowledge,Python automation,60%,1128200,39.07,0.0714,3929307854
5,Review operational records and reports to project sales and determine profitability....,Sales Managers,11-2022,Tier2_Excellent,Word/Docs,80%,603710,66.38,0.0588,3922563820
977,"Recruit, hire, train and supervise staff, or participate in staffing decisions....",Computer and Information Systems Managers,11-3021,Tier2_Knowledge,Python automation,60%,645970,82.31,0.0588,3903288164
975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and r...",Computer and Information Systems Managers,11-3021,Tier2_Good,Python automation,60%,645970,82.31,0.0588,3903288164
978,Review project plans to plan and coordinate project activity....,Computer and Information Systems Managers,11-3021,Tier2_Good,Python automation,60%,645970,82.31,0.0588,3903288164
15198,Provide users with technical support for computer problems....,Computer and Information Systems Managers,11-3021,Tier2_Good,Python automation,60%,645970,82.31,0.0588,3903288164
968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing stand...",Computer and Information Systems Managers,11-3021,Tier2_Good,Python automation,60%,645970,82.31,0.0588,3903288164
971,"Develop computer information resources, providing for data security and control, strategic computing...",Computer and Information Systems Managers,11-3021,Tier2_Good,Excel/Sheets,60%,645970,82.31,0.0588,3903288164
967,"Consult with users, management, vendors, and technicians to assess computing needs and system requir...",Computer and Information Systems Managers,11-3021,Tier2_Knowledge,Python automation,60%,645970,82.31,0.0588,3903288164
973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware an...",Computer and Information Systems Managers,11-3021,Tier2_Knowledge,Python automation,60%,645970,82.31,0.0588,3903288164
8118,"Prepare drawings, estimates, and bids that meet specific customer needs....","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,Tier2_Excellent,Python automation,80%,1266860,32.11,0.0556,3760535963
8124,"Perform administrative duties, such as preparing sales budgets and reports, keeping sales records, a...","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,Tier2_Excellent,Word/Docs,80%,1266860,32.11,0.0556,3760535963
8870,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendat...,Treasurers and Controllers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.0455,3610096339
8873,"Compute, withhold, and account for all payroll deductions....",Treasurers and Controllers,11-3031,Tier2_Good,Python automation,60%,818620,77.74,0.0455,3610096339
20168,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all l...",Treasurers and Controllers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.0455,3610096339
8872,Receive cash and checks and make deposits....,Treasurers and Controllers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.0455,3610096339
8875,Determine depreciation rates to apply to capitalized items and advise management on actions regardin...,Treasurers and Controllers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.0455,3610096339
8855,Prepare and file annual tax returns or prepare financial information so that outside accountants can...,Treasurers and Controllers,11-3031,Tier2_Knowledge,Python automation,60%,818620,77.74,0.0455,3610096339
